,Código do Município,Município,Estado,Ano de Referência,Prestador,AG001 - População total atendida com abastecimento de água,AG002 - Quantidade de ligações ativas de água,AG003 - Quantidade de economias ativas de água,AG005 - Extensão da rede de água,AG006 - Volume de água produzido,AG007 - Volume de água tratada em ETAs,AG011 - Volume de água faturado,ES002 - Quantidade de ligações ativas de esgotos,ES003 - Quantidade de economias ativas de esgotos,ES004 - Extensão da rede de esgotos,ES005 - Volume de esgotos coletado,ES006 - Volume de esgotos tratado,ES007 - Volume de esgotos faturado,ES009 - Quantidade de ligações totais de esgotos,ES026 - População urbana atendida com esgotamento sanitário,FN006 - Arrecadação total,FN010 - Despesa com pessoal próprio,FN011 - Despesa com produtos químicos,FN013 - Despesa com energia elétrica,FN014 - Despesa com serviços de terceiros,FN015 - Despesas de Exploração (DEX),FN017 - Despesas totais com os serviços (DTS),FN020 - Despesa com água importada (bruta ou tratada),FN021 - Despesas fiscais ou tributárias computadas na DEX,FN039 - Despesa com esgoto exportado
17225,351720,Guaiçara,SP,2014,Prefeitura Municipal de Guaiçara,10458.0,3560.0,3576.0,49.99,829.79,164.25,752.7,3455.0,3576.0,48.0,733.08,733.08,733.08,3701.0,10458.0,602226.58,409726.85,16566.84,285134.51,596830.84,1308259.04,1308259.04,0.0,0.0,0.0
17226,351720,Guaiçara,SP,2013,Prefeitura Municipal de Guaiçara,10344.0,3517.0,3534.0,42.4,1015.2,272.16,750.28,3421.0,3534.0,48.0,733.08,733.08,733.08,3650.0,10344.0,550134.0,370506.95,16918.4,244848.76,281381.61,913655.72,913655.72,0.0,0.0,0.0
17227,351720,Guaiçara,SP,2012,Prefeitura Municipal de Guaiçara,9895.0,3727.0,3754.0,42.4,1015.2,272.16,750.28,3579.0,3754.0,48.0,733.08,733.08,733.08,3791.0,9895.0,665694.19,348208.99,11760.0,228532.21,200540.72,789041.92,789041.92,0.0,0.0,0.0
17228,351720,Guaiçara,SP,2010,Prefeitura Municipal de Guaiçara,9694.0,3422.0,3422.0,36.5,657.0,0.0,526.0,2685.0,2685.0,36.5,368.0,258.0,368.0,2685.0,9694.0,429905.17,275914.84,18439.1,205106.97,356566.57,856027.78,856027.78,0.0,0.0,0.0
17229,351720,Guaiçara,SP,2009,Prefeitura Municipal de Guaiçara,9975.0,3070.0,3070.0,36.0,657.0,0.0,526.0,2465.0,2465.0,30.0,368.0,258.0,368.0,2465.0,8248.0,436999.0,247983.0,19430.0,217579.0,106820.0,591812.0,591812.0,0.0,0.0,0.0
17230,351720,Guaiçara,SP,2008,Prefeitura Municipal de Guaiçara,9817.0,3053.0,3053.0,35.0,657.0,0.0,525.6,2448.0,2448.0,29.0,365.0,255.5,365.0,2448.0,8148.0,426176.97,228043.73,19304.9,206145.12,101496.7,554990.45,554990.45,0.0,0.0,0.0
17231,351730,Guaimbê,SP,2019,Prefeitura Municipal de Guaimbê,5737.0,1865.0,1865.0,29.0,795.0,795.0,681.0,1865.0,1865.0,29.0,681.0,681.0,681.0,2205.0,5029.0,331994.08,82683.99,9762.0,283147.97,52475.0,428068.96,428068.96,0.0,0.0,0.0
17232,351730,Guaimbê,SP,2018,Prefeitura Municipal de Guaimbê,5737.0,1865.0,1865.0,29.0,792.0,792.0,679.0,1865.0,1865.0,29.0,679.0,679.0,679.0,2205.0,4995.0,309734.04,112227.6,9672.0,255935.12,26889.14,404724.13,404724.13,0.0,0.0,0.0
17233,351730,Guaimbê,SP,2017,Prefeitura Municipal de Guaimbê,5737.0,1865.0,1865.0,29.0,778.9,778.9,580.0,1865.0,1865.0,29.0,670.0,670.0,670.0,2205.0,4995.0,269030.64,110243.92,8370.0,228742.16,30950.0,378306.08,378306.08,0.0,0.0,0.0
17234,351730,Guaimbê,SP,2016,Prefeitura Municipal de Guaimbê,5717.0,1748.0,1748.0,27.0,777.6,777.6,570.0,1748.0,1748.0,27.0,650.0,650.0,650.0,2088.0,4995.0,244948.42,135321.08,10002.0,227964.43,20570.2,393857.71,393857.71,0.0,0.0,0.0
17235,351730,Guaimbê,SP,2015,Prefeitura Municipal de Guaimbê,5425.0,1670.0,1670.0,24.0,290.0,290.0,220.0,1670.0,1670.0,24.0,250.0,211.0,211.0,2010.0,4740.0,213023.41,151955.54,6906.0,173665.51,28700.0,361227.05,361227.05,0.0,0.0,0.0
17236,351730,Guaimbê,SP,2014,Prefeitura Municipal de Guaimbê,5425.0,1670.0,1670.0,24.0,290.0,290.0,220.0,1670.0,1670.0,24.0,250.0,211.0,211.0,2010.0,4740.0,213023.41,151955.54,6906.0,173665.51,28700.0,361227.05,361227.05,0.0,0.0,0.0
17237,351730,Guaimbê,SP,2013,Prefeitura Municipal de Guaimbê,5425.0,1660.0,1660.0,21.0,280.0,280.0,270.0,1660.0,1660.0,21.0,210.6,210.6,0.0,1950.0,4740.0,105000.0,130339.24,3742.0,129339.24,30590.0,330000.0,347637.55,2000.0,2000.0,0.0
17238,351730,Guaimbê,SP,2012,Prefeitura Municipal de Guaimbê,5442.0,1650.0,1650.0,21.0,270.0,270.0,270.0,1600.0,1600.0,21.0,210.6,210.6,0.0,1800.0,4755.0,101253.06,90618.37,754.0,178586.88,7748.89,347637.55,347637.55,2000.0,1000.0,2000.0
17239,351730,Guaimbê,SP,2011,Prefeitura Municipal de Guaimbê,5442.0,1600.0,1600.0,21.0,270.0,270.0,270.0,1600.0,1600.0,21.0,210.6,210.6,0.0,1800.0,4755.0,122192.77,89399.83,5343.0,156313.97,5170.0,256226.8,256226.8,0.0,0.0,0.0
17240,351740,Guaíra,SP,2019,Departamento de Esgoto e Água de Guaíra,40790.0,15633.0,15633.0,228.82,5260.12,2866.12,3958.25,15623.0,15623.0,278.05,2928.5,2928.5,2928.5,19326.0,39323.0,7203508.96,3461566.26,276648.47,1551309.74,1228622.27,7859587.98,7960216.99,0.0,72001.08,0.0
17241,351740,Guaíra,SP,2018,Departamento de Esgoto e Água de Guaíra,40533.0,15335.0,15335.0,297.95,5020.91,2732.78,3874.68,15323.0,15323.0,268.35,2908.22,2908.22,2908.22,19253.0,39075.0,6082015.76,2886290.4,333272.5,1404347.98,975513.38,6686157.16,6779912.48,0.0,60820.15,0.0
17242,351740,Guaíra,SP,2017,Departamento de Esgoto e Água de Guaíra,40287.0,15044.0,15044.0,295.0,5079.15,2874.08,3692.31,15033.0,15033.0,266.0,2898.76,2898.76,2898.76,18620.0,38838.0,7184850.7,2660755.55,309862.5,1226954.55,734712.66,5859303.71,5935059.8,0.0,71848.5,0.0
17243,351740,Guaíra,SP,2016,Departamento de Esgoto e Água de Guaíra,40053.0,14763.0,14763.0,295.0,4795.0,2890.0,3675.9,14753.0,14753.0,266.0,2812.0,2812.0,2941.0,17659.0,38613.0,7620691.0,2504687.22,272668.6,1254798.28,1196820.81,6994518.63,7060922.58,0.0,76206.91,0.0
17244,351740,Guaíra,SP,2015,Departamento de Esgoto e Água de Guaíra,39813.0,14210.0,14210.0,210.0,5109.6,3023.9,3597.17,14204.0,14204.0,249.0,2816.9,2816.9,2877.8,17163.0,38381.0,7882697.59,1933949.64,259911.5,1129819.93,598869.34,4719872.1,4766739.82,0.0,78826.96,0.0
17245,351740,Guaíra,SP,2014,Departamento de Esgoto e Água de Guaíra,39567.0,14182.0,14182.0,207.0,5419.3,2185.3,3837.91,14176.0,14176.0,237.0,3070.3,3070.3,3837.9,17115.0,38144.0,5773893.12,1837985.55,197347.3,765372.46,528999.0,4320782.22,4324905.33,0.0,57738.95,0.0
17246,351740,Guaíra,SP,2013,Departamento de Esgoto e Água de Guaíra,39314.0,13766.0,13769.0,196.0,5451.8,2862.3,3706.21,13755.0,13758.0,225.0,2372.5,2372.5,2372.5,16297.0,37900.0,5773259.51,1673436.16,182385.65,721859.31,1134624.48,4618236.24,4618236.24,0.0,57731.47,0.0
17247,351740,Guaíra,SP,2012,Departamento de Esgoto e Água de Guaíra,37826.0,13387.0,13390.0,196.0,5719.8,2933.0,3624.45,13374.0,13377.0,225.0,2711.23,2711.23,2711.23,15788.0,36466.0,5106191.63,1672733.56,214681.8,670318.68,1079788.23,4584648.23,4584648.23,0.0,51061.91,0.0
17248,351740,Guaíra,SP,2011,Departamento de Esgoto e Água de Guaíra,37404.0,12988.0,12988.0,188.0,6007.7,3736.7,3507.05,12974.0,12974.0,212.0,2805.64,2805.64,2805.64,14687.0,36059.0,6358809.19,1418725.07,239481.52,635400.48,1107798.62,4180796.96,4180796.96,0.0,63588.09,0.0
17249,351740,Guaíra,SP,2010,Departamento de Esgoto e Água de Guaíra,37404.0,12525.0,13279.0,174.0,5623.11,3378.79,3458.58,12525.0,12525.0,155.0,3258.74,3258.74,814.9,13228.0,36059.0,5662361.1,1229949.84,125163.07,508839.42,1043874.75,3624267.76,3624267.76,0.0,56623.63,0.0
17250,351740,Guaíra,SP,2009,Departamento de Esgoto e Água de Guaíra,36735.0,12847.0,12881.0,174.0,5242.0,3080.0,3429.0,12630.0,12829.0,155.0,3670.0,3670.0,0.0,12829.0,36235.0,3611974.0,1126533.0,118418.0,624534.0,519877.0,2911249.0,3122238.0,0.0,36120.0,0.0
17251,351740,Guaíra,SP,2008,Departamento de Esgoto e Água de Guaíra,36735.0,12179.0,12200.0,165.0,5444.0,3239.0,4077.0,12179.0,12200.0,148.0,3751.0,3713.0,0.0,12200.0,36235.0,3188633.36,1068247.78,118289.87,588998.52,728740.61,3032010.43,3494603.86,0.0,107842.59,0.0
17252,351740,Guaíra,SP,2007,Departamento de Esgoto e Água de Guaíra,31880.0,11280.0,11484.0,115.0,4779.0,2851.2,3370.7,11280.0,11280.0,140.0,3727.62,3690.35,0.0,11484.0,31220.0,3428658.72,821157.1,91641.32,646856.61,387805.12,2571916.19,2959721.31,0.0,0.0,0.0
17253,351750,Guapiaçu,SP,2019,Prefeitura Municipal de Guapiaçu,21454.0,7152.0,7152.0,64.2,2053.8,0.0,1378.37,6786.0,6786.0,52.2,1210.0,1210.0,1024.0,6786.0,18976.0,2413555.0,305504.0,35220.0,860360.0,154400.0,1355484.0,1355484.0,0.0,0.0,0.0
17254,351750,Guapiaçu,SP,2018,Prefeitura Municipal de Guapiaçu,18680.0,6605.0,6651.0,62.0,2051.0,0.0,1282.35,6102.0,6257.0,50.0,1127.0,1127.0,900.0,6302.0,17000.0,2410000.0,301070.85,31027.5,855666.95,160635.88,1348401.18,1348401.18,0.0,0.0,0.0
17255,351750,Guapiaçu,SP,2017,Prefeitura Municipal de Guapiaçu,18000.0,6283.0,6321.0,62.0,2032.0,0.0,1163.0,5922.0,5946.0,50.0,1054.0,1054.0,898.0,6180.0,16500.0,1970555.85,290874.43,25917.5,738208.4,163788.08,1218788.41,1218788.41,0.0,0.0,0.0
17256,351750,Guapiaçu,SP,2016,Prefeitura Municipal de Guapiaçu,17900.0,6060.0,6077.0,62.0,1805.16,0.0,1073.86,5357.0,5357.0,50.0,1026.53,1026.53,879.88,6025.0,16500.0,1929741.66,282539.82,8215.0,783920.25,112325.0,1187000.07,1187000.07,0.0,0.0,0.0
17257,351750,Guapiaçu,SP,2015,Prefeitura Municipal de Guapiaçu,17723.0,5918.0,5918.0,62.0,1767.24,0.0,1263.4,5215.0,5215.0,49.7,1237.07,1237.07,1040.39,5883.0,16274.0,1487118.45,271672.91,6125.0,580681.67,105000.0,987846.0,987846.0,0.0,0.0,0.0
17258,351750,Guapiaçu,SP,2014,Prefeitura Municipal de Guapiaçu,17449.0,5473.0,5473.0,55.0,1815.79,0.0,1120.82,5178.0,5178.0,42.7,1234.56,1234.56,896.65,5577.0,16000.0,1283173.0,203551.55,7664.25,476887.8,95924.65,992125.52,992125.52,0.0,0.0,0.0
17259,351750,Guapiaçu,SP,2013,Prefeitura Municipal de Guapiaçu,16500.0,5382.0,5385.0,55.0,1762.79,0.0,1480.0,5097.0,5098.0,42.7,1408.0,1007.0,960.0,5130.0,15400.0,1389350.0,227832.99,21694.17,587788.0,68854.39,985637.0,985637.76,0.0,0.0,0.0
17260,351750,Guapiaçu,SP,2012,Prefeitura Municipal de Guapiaçu,16200.0,5366.0,5378.0,55.0,1755.0,0.0,1470.0,5087.0,5095.0,42.7,1324.8,1003.0,955.0,5110.0,15100.0,1261760.9,180724.34,105358.59,511120.0,59873.39,857076.32,857076.32,0.0,0.0,0.0
17261,351750,Guapiaçu,SP,2011,Prefeitura Municipal de Guapiaçu,16062.0,5206.0,5206.0,53.0,1710.0,0.0,1434.0,4975.0,4998.0,42.0,918.0,918.0,918.0,5024.0,14911.0,622675.0,160025.0,24604.0,462400.0,65200.0,712229.0,712229.0,0.0,0.0,0.0
17262,351750,Guapiaçu,SP,2010,Prefeitura Municipal de Guapiaçu,15805.0,5193.0,5193.0,44.0,1505.0,0.0,1426.0,4700.0,4750.0,38.0,866.0,722.0,722.0,4717.0,14911.0,987120.0,156044.63,22918.0,450000.0,61729.82,700000.0,700000.0,0.0,0.0,0.0
17263,351750,Guapiaçu,SP,2009,Prefeitura Municipal de Guapiaçu,15818.0,4782.0,4782.0,42.0,1370.0,0.0,1353.0,4678.0,4678.0,36.0,821.0,0.0,821.0,4678.0,15818.0,699470.0,129503.0,21531.0,420000.0,163309.0,0.0,0.0,0.0,0.0,0.0
17264,351750,Guapiaçu,SP,2008,Prefeitura Municipal de Guapiaçu,15189.0,4421.0,4421.0,0.0,1178.65,0.0,860.53,4421.0,4421.0,0.0,712.25,0.0,712.25,4551.0,14479.0,511954.28,94229.52,8821.0,362000.0,44531.17,509581.69,509581.69,0.0,0.0,0.0
17265,351770,Guará,SP,2019,Águas de Guará Ltda,21220.0,6444.0,6860.0,85.0,1940.81,0.0,1437.91,6413.0,6831.0,85.0,1000.0,1000.0,1150.33,7669.0,20541.0,5893953.49,912959.67,52480.81,855025.45,0.0,2904318.6,6191731.21,0.0,549948.16,0.0
17266,351770,Guará,SP,2018,Águas de Guará Ltda,21129.0,6391.0,6809.0,68.0,1880.2,0.0,1402.12,6334.0,6759.0,70.0,1186.0,1186.0,1121.69,7666.0,20453.0,5844864.53,1022559.07,121369.15,772202.07,0.0,3443421.23,5682475.81,0.0,531543.87,0.0
17267,351770,Guará,SP,2017,Águas de Guará Ltda,21081.0,7425.0,7425.0,67.0,1960.43,0.0,1135.01,6755.0,6755.0,69.0,1260.0,1260.0,1317.63,7425.0,20407.0,5614154.55,860156.15,126386.0,927752.3,7800.0,2497936.1,3806671.94,0.0,575841.65,0.0
17268,351770,Guará,SP,2016,Águas de Guará Ltda,20326.0,6252.0,6618.0,65.0,1990.99,0.0,1387.8,6763.0,6763.0,67.0,1156.61,1156.61,1364.55,7433.0,20326.0,5124086.0,811243.51,118994.78,917839.67,4203.12,2787598.7,3144582.47,0.0,133588.27,0.0
17269,351770,Guará,SP,2015,Águas de Guará Ltda,20242.0,6319.0,6742.0,65.0,2080.66,0.0,1391.04,6178.0,6556.0,67.0,927.91,927.91,1360.9,7156.0,20242.0,4676034.71,923184.2,129732.7,758373.99,920.0,2202861.21,2776115.43,0.0,178171.39,0.0
17270,351770,Guará,SP,2014,Águas de Guará Ltda,20157.0,6257.0,6674.0,65.0,2127.76,0.0,1444.99,6084.0,6489.0,67.0,995.52,995.52,1442.99,7020.0,20157.0,4594005.27,702261.66,93413.7,583780.69,54969.8,1864328.97,2387609.86,0.0,422126.07,0.0
17271,351770,Guará,SP,2013,Águas de Guará Ltda,20070.0,6107.0,6550.0,65.0,2000.0,0.0,1358.0,6030.0,6430.0,67.0,916.8,916.8,1086.4,7016.0,20070.0,3443403.52,468401.57,20581.48,406834.59,13175.4,1166809.98,1791721.08,0.0,257816.94,0.0
17272,351770,Guará,SP,2012,Águas de Guará Ltda,19361.0,5990.0,5990.0,65.0,2000.0,0.0,1346.0,5876.0,5876.0,65.0,909.6,909.6,1076.8,6725.0,19361.0,3579708.43,330581.56,19335.06,402991.61,191607.31,1422618.43,1623512.94,0.0,259590.79,0.0
17273,351770,Guará,SP,2011,Águas de Guará Ltda,19223.0,5854.0,5854.0,65.0,1442.0,0.0,1138.0,5854.0,5854.0,65.0,1138.0,1138.0,910.0,6433.0,19223.0,3494164.63,366897.41,19043.72,441069.67,117401.51,1676706.24,2380805.64,0.0,339259.55,0.0
17274,351770,Guará,SP,2010,Águas de Guará Ltda,19858.0,6639.0,6639.0,65.0,1870.0,0.0,1540.0,6481.0,6639.0,65.0,1510.0,1510.0,900.0,6618.0,19223.0,2402000.0,275349.0,19589.0,400444.0,135496.0,965457.0,1688720.0,0.0,134579.0,0.0
17275,351770,Guará,SP,2009,Águas de Guará Ltda,19168.0,6221.0,6293.0,62.0,1832.0,0.0,1485.0,5592.0,6293.0,63.0,1480.0,1480.0,900.0,6069.0,19168.0,1675590.0,261664.0,30602.0,485773.0,176036.0,1068515.0,1838838.0,0.0,114440.0,0.0
17276,351770,Guará,SP,2008,Águas de Guará Ltda,26100.0,6172.0,6208.0,60.0,1831.92,0.0,1494.53,5491.0,6208.0,63.0,1450.0,1450.0,850.0,5969.0,25300.0,1977280.15,240058.0,33386.19,454406.01,104904.58,942926.98,1318521.18,0.0,110172.2,0.0
17277,351770,Guará,SP,2007,Águas de Guará Ltda,26100.0,6129.0,6310.0,59.0,1784.2,0.0,1466.3,5479.0,6210.0,62.0,1410.0,1410.0,810.0,5881.0,25300.0,3022010.0,448190.56,37000.0,461482.15,320661.95,1445241.28,1731991.04,0.0,95544.08,0.0
17278,351770,Guará,SP,2006,Águas de Guará Ltda,25800.0,6025.0,6272.0,58.0,1763.4,0.0,1466.6,3025.0,6025.0,62.0,1395.0,0.0,796.0,5840.0,25000.0,1149904.42,368221.59,36000.0,355235.35,614555.79,1384012.7,1417145.41,0.0,0.0,0.0
17279,351770,Guará,SP,2005,Águas de Guará Ltda,21100.0,5935.0,6264.0,56.0,2068.0,0.0,1466.63,5653.0,5747.0,61.0,1314.6,0.0,742.3,5699.0,21100.0,2088315.44,312833.18,172438.35,351493.84,119839.26,1036164.8,1175727.53,0.0,79560.17,0.0
17280,351770,Guará,SP,2004,Águas de Guará Ltda,21100.0,5801.0,6174.0,55.0,1770.7,0.0,0.0,5747.0,5747.0,60.0,1274.9,0.0,726.7,5747.0,21100.0,1808286.47,200775.67,14400.0,351377.59,92403.0,2250145.39,2334363.55,0.0,0.0,0.0
17281,351770,Guará,SP,2003,Águas de Guará Ltda,19500.0,5882.0,6370.0,54.0,1788.41,0.0,0.0,5518.0,5518.0,59.0,1289.2,0.0,735.1,5518.0,20000.0,1627604.0,265951.82,12000.0,459975.01,249216.14,987142.97,1236359.11,0.0,0.0,0.0
17282,351770,Guará,SP,2001,Águas de Guará Ltda,18023.0,5176.0,6170.0,50.0,2087.0,0.0,1670.0,5351.0,5677.0,50.0,1460.0,60.0,835.0,5351.0,18023.0,879750.0,192000.0,7200.0,324000.0,42000.0,625318.0,797908.0,0.0,60118.0,0.0
17283,351770,Guará,SP,2000,Águas de Guará Ltda,20000.0,4900.0,5200.0,50.0,2880.0,0.0,864.0,5100.0,5100.0,50.0,2000.0,0.0,432.0,5100.0,0.0,363925.0,154000.0,5180.0,203000.0,8750.0,372680.0,372680.0,0.0,1750.0,0.0
17284,351770,Guará,SP,1998,Águas de Guará Ltda,18110.0,4530.0,4530.0,51.0,2733.12,0.0,551.9,4530.0,4530.0,50.9,2733.1,0.0,551.9,4530.0,0.0,227505.78,128963.55,5087.25,91854.46,138759.27,364664.53,364664.53,0.0,0.0,0.0
17286,351780,Guaraçaí,SP,2019,Autarquia Municipal de Saneamento Ambiental de Guaraçaí,6566.0,3110.0,3110.0,52.0,653.15,0.0,545.7,3015.0,3015.0,42.0,464.01,464.01,508.61,3161.0,6566.0,1968062.79,714231.19,22451.1,438076.92,545090.76,1916217.48,1948095.24,0.0,19741.57,0.0
17287,351780,Guaraçaí,SP,2018,Autarquia Municipal de Saneamento Ambiental de Guaraçaí,6592.0,3113.0,3113.0,42.0,642.88,0.0,526.2,2989.0,2989.0,42.0,430.5,430.5,420.96,3135.0,6592.0,1889032.01,745319.02,19712.1,389350.11,429161.25,1770940.16,1795260.41,0.0,18856.82,0.0
17288,351780,Guaraçaí,SP,2017,Autarquia Municipal de Saneamento Ambiental de Guaraçaí,7000.0,3041.0,3041.0,41.0,607.53,0.0,515.75,2928.0,2928.0,41.0,394.42,394.42,412.59,3130.0,6654.0,1899751.77,678847.71,15784.9,325823.84,417877.1,1610187.02,1626417.82,0.0,18859.22,0.0
17289,351780,Guaraçaí,SP,2016,Autarquia Municipal de Saneamento Ambiental de Guaraçaí,7000.0,3007.0,3007.0,41.0,575.27,0.0,485.6,2909.0,2909.0,41.0,368.84,276.63,291.36,3083.0,6654.0,1689115.04,614415.45,18266.25,346918.76,291305.81,1496137.09,1507817.73,0.0,16600.43,0.0
17290,351780,Guaraçaí,SP,2015,Autarquia Municipal de Saneamento Ambiental de Guaraçaí,6821.0,2972.0,2972.0,41.0,542.0,0.0,488.3,2874.0,2874.0,35.0,329.2,329.2,246.9,3048.0,6654.0,1301487.39,542947.91,10039.05,339738.08,222288.57,1270782.61,1276887.1,0.0,12531.57,0.0
17291,351780,Guaraçaí,SP,2014,Autarquia Municipal de Saneamento Ambiental de Guaraçaí,6821.0,2980.0,2980.0,41.0,618.0,0.0,503.0,2874.0,2874.0,35.0,386.0,386.0,289.0,3023.0,6654.0,1218625.2,544514.69,9387.05,245319.19,221221.53,1195920.0,1198185.77,0.0,12145.14,0.0
17292,351780,Guaraçaí,SP,2013,Autarquia Municipal de Saneamento Ambiental de Guaraçaí,6953.0,2922.0,2922.0,41.0,623.0,0.0,494.0,2817.0,2817.0,35.0,386.0,386.0,247.0,2985.0,6773.0,1074183.61,504820.74,8221.73,212772.01,210949.14,1050344.07,1050344.07,0.0,10759.59,0.0
17293,351780,Guaraçaí,SP,2012,Autarquia Municipal de Saneamento Ambiental de Guaraçaí,6780.0,2886.0,2886.0,41.0,699.0,0.0,483.0,2782.0,2782.0,35.0,388.0,388.0,241.0,2927.0,6600.0,1094491.65,449124.5,6280.7,260473.52,195163.44,1107835.0,1107835.0,0.0,11410.89,0.0
17294,351780,Guaraçaí,SP,2011,Autarquia Municipal de Saneamento Ambiental de Guaraçaí,6806.0,2857.0,2857.0,41.0,653.0,0.0,449.0,2760.0,2760.0,35.0,364.0,364.0,224.0,2884.0,6626.0,969369.92,329465.7,7222.8,243690.4,209167.07,1078612.77,1078612.77,0.0,9699.1,0.0
17295,351780,Guaraçaí,SP,2010,Autarquia Municipal de Saneamento Ambiental de Guaraçaí,6834.0,2802.0,2802.0,41.0,628.0,0.0,443.0,2706.0,2706.0,35.0,359.0,359.0,221.0,2821.0,6654.0,943928.33,268729.11,5807.85,211357.05,182274.59,826939.18,826939.18,0.0,9367.96,0.0
17296,351780,Guaraçaí,SP,2009,Autarquia Municipal de Saneamento Ambiental de Guaraçaí,6842.0,2702.0,2702.0,40.0,580.0,0.0,419.0,2539.0,2539.0,35.0,341.0,341.0,209.0,2676.0,6662.0,839490.0,239490.0,4624.0,185037.0,146945.0,711322.0,711322.0,0.0,6283.0,0.0
17297,351780,Guaraçaí,SP,2008,Autarquia Municipal de Saneamento Ambiental de Guaraçaí,6842.0,2594.0,2594.0,40.0,639.76,0.0,432.08,2499.0,2499.0,35.0,351.88,351.88,345.67,2636.0,6662.0,665196.33,234337.6,3267.5,155801.81,145784.51,636393.31,636393.31,0.0,6316.03,0.0
17298,351790,Guaraci,SP,2019,Prefeitura Municipal de Guaraci,9976.0,4335.0,4335.0,33.5,806.0,692.0,806.0,3708.0,3708.0,32.0,580.0,580.0,580.0,3708.0,9150.0,1874023.24,735106.24,164849.32,750408.07,341858.31,2153524.39,2153524.39,0.0,0.0,0.0
17299,351790,Guaraci,SP,2018,Prefeitura Municipal de Guaraci,9976.0,4200.0,4200.0,33.5,805.0,793.0,697.0,3586.0,3588.0,32.2,594.0,594.0,594.0,4397.0,9150.0,1467914.79,605859.33,102622.8,605460.11,187670.75,1541540.61,1541540.61,0.0,0.0,0.0
17300,351790,Guaraci,SP,2017,Prefeitura Municipal de Guaraci,9976.0,3855.0,3855.0,32.0,780.0,639.86,639.86,3422.0,3422.0,31.97,568.0,568.0,568.0,3422.0,9150.0,1431744.12,649414.1,107024.0,563591.42,138109.87,1652321.12,1652321.12,0.0,0.0,0.0
17301,351790,Guaraci,SP,2016,Prefeitura Municipal de Guaraci,9976.0,3835.0,3838.0,32.0,750.0,615.25,615.25,3416.0,3416.0,31.97,557.0,557.0,557.0,3416.0,9150.0,1232759.24,510660.8,136783.0,623272.87,179465.18,1607421.08,1607421.08,0.0,0.0,0.0
17302,351790,Guaraci,SP,2015,Prefeitura Municipal de Guaraci,9976.0,3670.0,3670.0,32.0,720.0,584.55,584.55,3425.0,3425.0,31.97,530.0,530.0,530.0,3425.0,9150.0,1017.0,541381.91,166660.08,521289.68,113213.73,1487230.57,1487230.57,0.0,0.0,0.0
17303,351790,Guaraci,SP,2014,Prefeitura Municipal de Guaraci,9976.0,3455.0,3455.0,29.76,893.0,557.0,815.0,3147.0,3147.0,31.97,654.0,654.0,654.0,3147.0,9150.0,946194.71,368648.65,134070.0,367831.4,101963.54,1083218.11,1432073.59,0.0,0.0,0.0
17304,351790,Guaraci,SP,2013,Prefeitura Municipal de Guaraci,9976.0,3243.0,3244.0,29.76,886.0,563.0,800.0,3243.0,3432.0,31.97,648.0,648.0,648.0,3658.0,9150.0,833538.9,326195.47,150222.0,405708.6,99254.77,1054695.1,1094995.1,0.0,0.0,0.0
17305,351790,Guaraci,SP,2012,Prefeitura Municipal de Guaraci,9976.0,3017.0,3018.0,27.98,744.5,481.7,744.5,3017.0,0.0,27.98,603.04,603.04,603.04,3558.0,8927.0,430228.97,319692.92,124903.0,451717.77,43340.44,1040378.51,1040378.52,0.0,0.0,0.0
17306,351790,Guaraci,SP,2011,Prefeitura Municipal de Guaraci,9976.0,3012.0,3012.0,27.92,1042.43,854.97,801.87,3012.0,0.0,27.92,641.5,641.5,641.5,3306.0,8927.0,637324.18,312363.79,125438.0,454551.63,0.0,892353.42,892353.42,0.0,0.0,0.0
17307,351790,Guaraci,SP,2010,Prefeitura Municipal de Guaraci,8927.0,2815.0,2815.0,27.24,974.24,799.04,749.42,2789.0,2815.0,27.24,599.54,599.54,599.54,3090.0,8927.0,307085.68,307608.43,167795.0,399807.4,0.0,875210.83,875210.83,0.0,0.0,0.0
17308,351790,Guaraci,SP,2008,Prefeitura Municipal de Guaraci,8298.0,3037.0,3037.0,27.24,1713.4,1713.4,0.0,3037.0,3037.0,27.24,612.0,612.0,0.0,3037.0,8298.0,208595.06,292043.75,170457.08,460433.82,62938.57,1201380.0,1201380.0,0.0,0.0,0.0
17309,351810,Guarantã,SP,2019,Prefeitura Municipal de Guarantã,6664.0,2100.0,2100.0,9.0,300.0,300.0,290.0,2192.0,0.0,10.0,300.0,290.0,0.0,2192.0,5684.0,621629.57,112329.41,12416.4,309776.8,156891.7,643238.16,643238.16,0.0,0.0,0.0
17310,351810,Guarantã,SP,2018,Prefeitura Municipal de Guarantã,6654.0,2074.0,2074.0,9.0,300.0,300.0,290.0,2287.0,0.0,10.0,300.0,290.0,0.0,2287.0,5675.0,385223.16,139968.05,14619.0,301428.73,82764.26,554026.86,554026.86,0.0,0.0,0.0
17311,351810,Guarantã,SP,2017,Prefeitura Municipal de Guarantã,6672.0,2065.0,2065.0,9.0,300.0,300.0,0.0,2167.0,0.0,10.0,300.0,290.0,0.0,2167.0,5691.0,426600.41,185085.85,18031.2,245412.54,80477.62,546002.21,546002.21,0.0,0.0,0.0
